path,orig_path,width,height,mode,format,cluster,typicality,heterogeneity,quality
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0038.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0038.png,668,511,RGB,png,0,0.8884771,1.0,0.15818216
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0039.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0039.png,511,763,RGB,png,0,0.8709112,1.0,0.050123256
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0040.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0040.png,511,720,RGB,png,0,0.58675146,1.0,0.019532233
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0041.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0041.png,511,756,RGB,png,0,0.80866677,1.0,0.080730304
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0042.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0042.png,511,733,RGB,png,0,0.66330385,1.0,0.19094123
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0043.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0043.png,511,714,RGB,png,0,0.62381,1.0,0.046313725
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0044.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0044.png,766,511,RGB,png,0,0.6742723,1.0,0.053504866
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0045.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0045.png,727,511,RGB,png,0,0.7455123,1.0,0.047673855
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0046.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0046.png,511,772,RGB,png,0,0.8933325,1.0,0.059266597
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0047.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0047.png,511,763,RGB,png,0,0.7906683,1.0,0.077433355
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0048.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0048.png,511,784,RGB,png,0,0.7381081,1.0,0.10034071
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0049.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0049.png,511,760,RGB,png,0,0.8803962,1.0,0.11041988
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0050.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0050.png,739,511,RGB,png,0,0.56509054,1.0,0.04276108
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0051.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0051.png,511,735,RGB,png,0,0.7254449,1.0,0.02966023
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0052.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0052.png,511,755,RGB,png,0,0.8038468,1.0,0.403721
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0053.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0053.png,778,511,RGB,png,0,0.57872885,1.0,0.12654333
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0054.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0054.png,511,752,RGB,png,0,0.37174577,1.0,0.04581605
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0055.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0055.png,733,511,RGB,png,0,0.81401145,1.0,0.1802126
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0056.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0056.png,511,722,RGB,png,0,0.76915306,1.0,0.15875557
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0057.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0057.png,682,511,RGB,png,0,0.7803205,1.0,0.14547081
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0058.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0058.png,717,511,RGB,png,0,0.5659801,1.0,0.10490932
datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0059.png,datasets\processed\wikiart_mixed\Ukiyo_e\Ukiyo_e_0059.png,1019,511,RGB,png,0,0.6080631,1.0,0.05155382
