path,orig_path,width,height,mode,format
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_1.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_1.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_10.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_10.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_11.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_11.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_12.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_12.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_13.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_13.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_14.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_14.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_15.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_15.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_16.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_16.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_17.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_17.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_18.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_18.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_19.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_19.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_2.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_2.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_20.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_20.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_21.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_21.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_22.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_22.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_23.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_23.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_3.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_3.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_4.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_4.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_5.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_5.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_6.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_6.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_7.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_7.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_8.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_8.png,3508,2480,RGBA,png
extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_9.png,extracted_images\23动漫1班_注意【所有作业存放文件夹】第1次作业_邓逸雯_动画分镜结课作业_9.png,3508,2480,RGBA,png
extracted_images\23动漫2班_QQ图片20250525113939.jpg,extracted_images\23动漫2班_QQ图片20250525113939.jpg,1080,1544,RGB,jpg
kmc_lora\artifacts\gif_frames\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200332-梁祖强_第四次作业_古城遗迹1_gifframe.png,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200332-梁祖强_第四次作业_古城遗迹1.gif,560,315,RGB,png
kmc_lora\artifacts\gif_frames\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200332-梁祖强_第四次作业_古城遗迹2_gifframe.png,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200332-梁祖强_第四次作业_古城遗迹2.gif,560,315,RGB,png
extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_David侧视图.png,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_David侧视图.png,1536,1536,RGB,png
extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_David后视图.png,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_David后视图.png,1536,1536,RGB,png
extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_David正视图.png,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_David正视图.png,1536,1536,RGB,png
extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_lucy.png,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_lucy.png,2160,2160,RGB,png
extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_Rebecca (2).JPG,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_Rebecca (2).JPG,580,580,RGB,jpg
extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_Rebecca (3).jpg,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_Rebecca (3).jpg,580,580,RGB,jpg
extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_Rebecca.jpg,extracted_images\23动漫2班_最终_第1次作业（全部作业最终存放位置）_231200766-周宇航_5结课作业_人物参考图_Rebecca.jpg,580,580,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_20760258-吴锐成_作业1 2.28.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_20760258-吴锐成_作业1 2.28.jpg,2480,3508,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_22090100-许雨阳_作业1_23动设3许雨阳作业1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_22090100-许雨阳_作业1_23动设3许雨阳作业1.jpg,3000,4000,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_22090373-何飞扬__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=2954756485761603935&skey=@crypt_ca12fd82_a59c724b4a4b5f959a2978f24ff386a3&mmweb_appid=wx_webfilehelper.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_22090373-何飞扬__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=2954756485761603935&skey=@crypt_ca12fd82_a59c724b4a4b5f959a2978f24ff386a3&mmweb_appid=wx_webfilehelper.jpg,800,1190,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200280-余家仪_webwxgetmsgimg.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200280-余家仪_webwxgetmsgimg.jpg,84,120,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200304-姚越_九宫格.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200304-姚越_九宫格.jpg,1279,1706,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200305-李颜妍_1698225464d9432f4b2f23bb6fee1dd.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200305-李颜妍_1698225464d9432f4b2f23bb6fee1dd.jpg,1280,1706,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200308-林桂_3d0c0dc6e11dd79162248273bf830d1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200308-林桂_3d0c0dc6e11dd79162248273bf830d1.jpg,1280,1706,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200320-沈翔_1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200320-沈翔_1.jpg,1079,1595,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200324-何乐瑶_webwxgetmsgimg.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200324-何乐瑶_webwxgetmsgimg.jpg,6891,10261,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200329-陈胤璋_机器猫.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200329-陈胤璋_机器猫.jpg,1279,1706,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200335-郭翱睿_九阶郭翱睿.png,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200335-郭翱睿_九阶郭翱睿.png,2480,3508,RGBA,png
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200338-刘梓乐_23动漫设计3刘梓乐-九个色调.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200338-刘梓乐_23动漫设计3刘梓乐-九个色调.jpg,2304,3404,RGBA,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200347-甘佳卉_甘佳卉.png,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200347-甘佳卉_甘佳卉.png,2602,3846,RGBA,png
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200349-蔡雅彬_1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200349-蔡雅彬_1.jpg,2480,3508,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200354-王慧雯_23动漫3 王慧雯.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200354-王慧雯_23动漫3 王慧雯.jpg,2304,3404,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200358-杨箐雪_明度九调.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200358-杨箐雪_明度九调.jpg,2304,3404,RGBA,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200364-宋佳凝_第一次作业.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200364-宋佳凝_第一次作业.jpg,732,1072,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200366-唐锦秀_哪吒.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200366-唐锦秀_哪吒.jpg,3508,4961,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=6407378626128256559&skey=@crypt_e09bf24b_96f85ecca615e8e01ce238f8ac0c5b49&mmweb_appid=wx_webfilehelper.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=6407378626128256559&skey=@crypt_e09bf24b_96f85ecca615e8e01ce238f8ac0c5b49&mmweb_appid=wx_webfilehelper.jpg,4158,5544,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200373-陈洁仪_明暗九度psd.png,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200373-陈洁仪_明暗九度psd.png,2480,3508,RGB,png
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200376-陈佳乐_机器猫九大调.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200376-陈佳乐_机器猫九大调.jpg,2545,3656,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200762-喻子牛_8f7be2a58c4930af0e1aa644f6100e6.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第1次作业_231200762-喻子牛_8f7be2a58c4930af0e1aa644f6100e6.jpg,6912,10212,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_20760258-吴锐成_作业2.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_20760258-吴锐成_作业2.jpg,1890,1417,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200280-余家仪_webwxgetmsgig.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200280-余家仪_webwxgetmsgig.jpg,120,89,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200280-余家仪_webwxgetmsgimg.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200280-余家仪_webwxgetmsgimg.jpg,120,89,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200280-余家仪_webwxgetmsimg.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200280-余家仪_webwxgetmsimg.jpg,120,89,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_1.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_2.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_2.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_3.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_3.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_4.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_4.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_5.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_5.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_6.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_6.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_7.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_7.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_8.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_8.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_9.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200304-姚越_9.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200305-李颜妍_18957dd5d407b9b8267cb95c7563e43.png,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200305-李颜妍_18957dd5d407b9b8267cb95c7563e43.png,608,438,RGB,png
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200305-李颜妍_bd0b43a5bd4735939c7241988e0a12a.png,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200305-李颜妍_bd0b43a5bd4735939c7241988e0a12a.png,606,458,RGB,png
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200308-林桂_57056c39ae7252125376ba9ff33cb6f.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200308-林桂_57056c39ae7252125376ba9ff33cb6f.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.1.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.2.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.2.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.3.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.3.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.4.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.4.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.5.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.5.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.6.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.6.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.7.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.7.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.8.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.8.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.9.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200320-沈翔_2.9.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200324-何乐瑶_webwxgetmsgimg (1).jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200324-何乐瑶_webwxgetmsgimg (1).jpg,1217,833,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_1.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_2.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_2.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_3.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_3.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_4.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_4.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_5.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_5.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_6.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_6.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_7.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_7.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_8.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_8.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_9.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200335-郭翱睿_9.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200337-冯俏心_分镜作业2.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200337-冯俏心_分镜作业2.jpg,3547,4729,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200346-林德肯_林德肯分镜作业.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200346-林德肯_林德肯分镜作业.jpg,1528,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200347-甘佳卉_甘佳卉分镜1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200347-甘佳卉_甘佳卉分镜1.jpg,2131,2797,RGBA,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200350-毛雅雯_mmexport1746968024015.png,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200350-毛雅雯_mmexport1746968024015.png,1080,1920,RGB,png
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200358-杨箐雪_罗宾与公主2_.png,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200358-杨箐雪_罗宾与公主2_.png,1920,1080,RGBA,png
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200358-杨箐雪_罗宾与公主_.png,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200358-杨箐雪_罗宾与公主_.png,1920,1080,RGB,png
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200364-宋佳凝_1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200364-宋佳凝_1.jpg,1620,4318,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200364-宋佳凝_2.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200364-宋佳凝_2.jpg,1620,4318,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200364-宋佳凝_3.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200364-宋佳凝_3.jpg,2229,6657,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=5472753948130423083&skey=@crypt_e09bf24b_07f1a20146eb66dc49017fe396a747e0&mmweb_appid=wx_webfilehelper.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=5472753948130423083&skey=@crypt_e09bf24b_07f1a20146eb66dc49017fe396a747e0&mmweb_appid=wx_webfilehelper.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=712002411913152516&skey=@crypt_e09bf24b_07f1a20146eb66dc49017fe396a747e0&mmweb_appid=wx_webfilehelper.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=712002411913152516&skey=@crypt_e09bf24b_07f1a20146eb66dc49017fe396a747e0&mmweb_appid=wx_webfilehelper.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=8728982529104250506&skey=@crypt_e09bf24b_07f1a20146eb66dc49017fe396a747e0&mmweb_appid=wx_webfilehelper.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=8728982529104250506&skey=@crypt_e09bf24b_07f1a20146eb66dc49017fe396a747e0&mmweb_appid=wx_webfilehelper.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=9213615683339013517&skey=@crypt_e09bf24b_07f1a20146eb66dc49017fe396a747e0&mmweb_appid=wx_webfilehelper.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵__cgi-bin_mmwebwx-bin_webwxgetmsgimg__&MsgID=9213615683339013517&skey=@crypt_e09bf24b_07f1a20146eb66dc49017fe396a747e0&mmweb_appid=wx_webfilehelper.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵_微信图片_20250425120841.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵_微信图片_20250425120841.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵_微信图片_20250425120905.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵_微信图片_20250425120905.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵_微信图片_20250425145013.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200369-吴子茵_微信图片_20250425145013.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200373-陈洁仪_1.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200373-陈洁仪_1.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200373-陈洁仪_2.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200373-陈洁仪_2.jpg,1920,1080,RGB,jpg
extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200373-陈洁仪_3.jpg,extracted_images\作业(23动漫3-动画分镜设计)_第2次作业_231200373-陈洁仪_3.jpg,1920,1080,RGB,jpg
